doc_id,entity_text,label,context,start_char,end_char
2,EV,APPLICATION,South Korea's POSCO to build $800m plant for EV steel.,534443,534445
2,EV,APPLICATION,"While existing capacity is able to meet demand for lower-grade NOES, and producers have announced plans to invest in EV-grade NOES in the next 3–5 years, it is still unclear whether supply will be able to meet demand (Vittori et al., 2021).",528421,528423
2,EV,APPLICATION,"The demand for cobalt is expected to rise in the short to medium term due to the increasing demand for lithium-ion batteries, particularly in the EV industry.",500999,501001
10,HEV,APPLICATION,"On the traction motor of an HEV, if the mo­ tor runs idle without drive current while the vehicle is driven by the internal combustion engine, low iron loss is more important for minimizing the power loss during idle running.",4239,4242
2,EV,APPLICATION,The small percentage left over can still meet current demand for energy use in stationary and EV battery storage because the concentrations are currently relatively low.,608944,608946
6,DER transformer,APPLICATION,BAU Intermediate MEPS 2015 MEPS 2021 PK (W) P0 (W) PK (W) P0 (W) PK (W) P0 (W) Distribution transformer (400 kVA) 4.600 750 4.600 430 3.250 387 Industry transformer: oil-immersed (1 MVA) 13.000 1.700 10.500 770 7.600 693 Industry transformer: dry-type (1.25 MVA) 13.000 2.800 11.000 1.800 11.000 1.620 DER transformer: oil-immersed (2 MVA) 21.000 3.100 18.000 1.450 15.000 1.305 DER transformer: dry-type (2 MVA) 18.000 4.000 16.000 2.600 16.000 2.340 Source: De Almeida et al. (2013) Fig.,51301,51316
2,BEV,APPLICATION,"This range yields copper requirements for a BEV bus at 369 kg and 89 kg for a hybrid electric bus (Copper Development Association, 2022a).",120186,120189
2,BEV,APPLICATION,"Phosphorous EV batteries BEV LDVs: 1.3–26.0 kg/vehicle PHEV LDVs: 0.2–4.1 kg/vehicle BEV HDVs: 2.7–54.4 kg/vehicle PHEV HDVs: 0.4–8.6 kg/vehicle Platinum FCEV fuel cells FCEV cars: 0.010–0.018 kg/vehicle FCEV vans: 0.015–0.027 kg/vehicle FCEV buses: 0.019–0.034 kg/vehicle FCEV trucks: 0.030–0.055 kg/vehicle Praseodymium EV magnets BEV/PHEV/FCEV cars: 45–67 g/vehicle BEV/PHEV/FCEV vans: 68–100 g/vehicle BEV/PHEV/FCEV buses: 91–134 g/vehicle BEV/PHEV/FCEV trucks: 136–201 g/vehicle Wind turbine magnets Direct Drive: 21.3–31.9 kg/MW Hybrid: 6.6–9.8 kg/MW Kumari et al., 2018 Imholte et al., 2018 Habib et al., 2014 Hill, 2010 Constantinides, 2011 Lacal-Arantegui, 2015 Silicon Solar 2.9–3.4 kg/kW (Frischknecht, Stolz, Krebs, de Wild-Scholten, and Sinha, 2020) Yield – 60%; most waste is kerf from cutting the ingots (Li, Lin, Wang, Shi, Sun, Ban, Liu, and Chen, 2021) 67% yield according to Frischknecht et al. (2020)",690191,690194
20,generator,APPLICATION,Major REE content in HEVs is due to nickel-metal-hydride (NiMH) batteries and the hybrid transmission (motor and generator),16074,16083
20,HEV,APPLICATION,Permanent magnet SRM Switched reluctance motor IM Induction motor IPM Interior permanent magnet SynRM Synchronous reluctance motor PMaSynRM Permanent magnet assisted synchronous reluctance motor EESM Externally excited synchronous motor REE Rare-earth element LREE Light rare-earth element HREE Heavy rare-earth element HEV Hybrid electric vehicles EPS Environmental priority strategies ELU Environmental load units EU European union REO Rare-earth oxide NGO Non-grain-oriented SMC Soft magnetic composite CNT Carbon nanotubes HTS High temperature superconductors References 1.,37139,37142
20,EV,APPLICATION,"Generally, three classes of EV traction motors are currently considered: (i) PMSMs, (ii) switched reluctance motors (SRMs), and (iii) induction motors (IMs), each characterized by pros and cons [29–32].",8387,8389
10,rotor,APPLICATION,An effec­ tive way to increase the magnetic flux is to narrow the clearance be­ tween the rotor and stator to reduce the magnetic resistance.,2949,2954
22,HEV,APPLICATION,Using JNE-Core as core material of HEV traction motors can reduce the motor size and improve the motor’s torque.,16663,16666
26,rotor core,APPLICATION,"Iron loss was presumed to be generated mainly in stator core, so that the inﬂuence of iron loss of rotor core material would be weak.",12993,13003
26,rotor core,APPLICATION,"Furthermore, the design of the rotor core is also important in enhancing the performance of IPMSM; accordingly, optimization of rotor shape has been extensively investigated by ﬁnite element method (FEM)",3071,3081
19,rotor,APPLICATION,"The torque T is generated by the relative movement of the rotor to the stator and is proportional to the magnetic ﬂux density in the airgap and thus, directly linked to the magnetization behavior of the electrical steel.",8003,8008
31,grain-oriented silicon steel,COMPETING_MATERIAL,"Annealing separator and steel sheet coated with same US4204890 678 11 1978 19.6149 0.38501 0.59897 28 Method of producing non-oriented silicon steel sheets having an excellent electromagnetic property US4174235 697 11 1978 15.3057 0.30042 0.46738 4 Product and method of producing silicon-iron sheet material employing antimony US4242155 716 11 1979 32.7477 0.64278 1 4 Method of forming an insulating ﬁlm on a grain-oriented silicon steel sheet US4280856 752 12 1980 17.1455 0.33654 0.56741 6 Method for producing grain-oriented silicon steel sheets having a very high magnetic induction and a low iron loss US4363677 777 12 1981 30.217 0.59311 1 18 Method for treating an electromagnetic steel sheet and an electromagnetic steel sheet having marks of laser-beam irradiation on its surface US4421574 780 13 1981 10.2212 0.20062 0.89756 8 Method for suppressing internal oxidation in steel with antimony addition US4554029 808 13 1982 11.3878 0.22352 1 11 Local heat treatment of electrical steel US4773948 924 14 1987 13.1473 0.25806 1 7 Method of producing silicon iron sheet having excellent soft magnetic properties US4909864 926 15 1987 8.6317 0.16942 0.84359 3 Method of producing extra-low iron loss grain oriented silicon steel sheets US5082509 1033 15 1990 10.232 0.20084 1 8 Method of producing oriented electrical steel sheet having superior magnetic properties US5039359 1038 15 1990 9.7086 0.19056 0.94885 6 Process for producing grain-oriented electrical steel sheet having superior magnetic characteristic Sustainability 2018, 10, 2728 13 of 15 Patent Number Serial Number Layer Application Year Persistence GP LP Number of In-Domain Forward Citations Title US5223048 1077 16 1991 7.4268 0.14577 0.80023 6 Low iron loss grain oriented silicon steel sheets and method of producing the same US5261971 1114 16 1992 9.2808 0.18217 1 1 Process for preparation of grain-oriented electrical steel sheet having superior magnetic properties US5545263 1169 17 1994 11.0403 0.2167 1 4 Process for production of grain oriented electrical steel sheet having superior magnetic properties US5667598 1249 18 1996 9.7917 0.19219 1 3 Production method for grain oriented silicon steel sheet having excellent magnetic characteristics US5885371 1263 19 1997 14.5 0.28461 1 13 Method of producing grain-oriented magnetic steel sheet US6432222 1404 20 2001 3.5 0.068699 1 5 Method for producing a grain-oriented electrical steel sheet excellent in magnetic properties US6444051 1413 20 2001 3 0.058885 0.85714 3 Method of manufacturing a grain-oriented electromagnetic steel sheet US6811619 1447 21 2002 2 0.039256 1 2 Method of manufacturing grain-oriented electrical steel sheets US7377986 1562 21 2006 2 0.039256 1 2 Method for production of non-oriented electrical steel strip Sustainability 2018, 10, 2728 14 of 15 References 1.",31801,31829
2,GOES,COMPETING_MATERIAL,"It can lower core losses by 60%–70% when compared to GOES (Dabbs, 2023).",525677,525681
13,GOES,COMPETING_MATERIAL,"Therefore, the silicon content in GOES is normally below 3.30%, although 6.5% (the theoretical optimum due to a zero magnetostriction and a minimum loss)3 or higher silicon steels have been investigated in laboratories.34 To form the desired ﬁnal Goss texture in GOES, appro- priate inhibitors need to be precipitated at the right stage, which must be strictly controlled to ensure ﬁne particle size, enough density, proper morphology, and uniform dis-",22167,22171
2,GOES,COMPETING_MATERIAL,"There are two main categories of electrical steel, including one that is grain-oriented (GOES) and another that is non-grain oriented (NOES).",125181,125185
21,grain-oriented steel,COMPETING_MATERIAL,"A typical specification is, for example, 89-27-N5, which indicates a 0.27 mm thick (27) grain-oriented steel (N) whose guaranteed loss at 50 Hz (5), 1.5 T is 0.89 W/kg (89).",33615,33635
13,grain-oriented electrical steel,COMPETING_MATERIAL,J Magn Magn Mater 2006; 304: 183–186. 7. Hayakawa Y. Mechanism of secondary recrystallization of Goss grains in grain-oriented electrical steel.,137948,137979
22,grain-oriented electrical steel,COMPETING_MATERIAL,2430–2435 2433 extremely low in comparison with grain-oriented electrical steel sheet and amorphous alloy.,14532,14563
13,GOES,COMPETING_MATERIAL,"Although NOES has been in use since around 1850, much earlier than GOES (since around 1935), the research on GOES has a longer history and obtained much more attention than NOES.",5404,5408
13,GOES,COMPETING_MATERIAL,Schematic illustration of the GOES processing steps.,25068,25072
13,GOES,COMPETING_MATERIAL,"In this paper, both types of electrical steel, i.e., grain-oriented electrical steel (GOES) and non-oriented electrical steel (NOES), are reviewed bearing in mind that NOES has perhaps received less attention till now.",813,817
13,GOES,COMPETING_MATERIAL,"Although NOES has been in use since around 1850, much earlier than GOES (since around 1935), the research on GOES has a longer history and obtained much more attention than NOES.",5362,5366
2,NdFeB,COMPETING_MATERIAL,"Tesla has announced plans to switch away from NdFeB magnets, likely to use ferrite magnets instead, suggesting some increase in substitutability in the medium term.",519598,519603
13,GOES,COMPETING_MATERIAL,Casting Continuous casting is the main technology currently employed for GOES production.,27160,27164
15,soft magnetic composites,COMPETING_MATERIAL,"Lu K, Liu X, Wang J, Yang T, Xu J. Simultaneous improvements of effective magnetic permeability, core losses and temperature characteristics of Fe-Si soft magnetic composites induced by annealing treatment.",76419,76443
2,GOES,COMPETING_MATERIAL,"GOES is found in stationary equipment such as transformers where the magnetization direction occurs in only one direction (Hayakawa, 2022).",189875,189879
13,GOES,COMPETING_MATERIAL,"GOES processing steps GOES sheets are produced through a complicated proced- ure including casting, high temperature reheating, hot rolling, hot band annealing (normalisation), cold rolling, primary annealing (decarbonisation), and ﬁnal annealing (secondary recrystallisation), see Figure 3.",19837,19841
20,NdFeB,COMPETING_MATERIAL,"Yang, Y.; Walton, A.; Sheridan, R.; Güth, K.; Gauß, R.; Gutfleisch, O.; Buchert, M.; Steenari, B.M.; Van Gerven, T.; Jones, P.T.; et al. REE recovery from end-of-life NdFeB permanent magnet scrap: A critical review.",51002,51007
2,dysprosium,COMPETING_MATERIAL,"Supply Risk: Short term: 3, medium term: 4 Supply risk for dysprosium is high in the short term and especially in the medium term.",519958,519968
2,neodymium iron boron,COMPETING_MATERIAL,The vast majority of EVs being produced today also rely on neodymium iron boron (NdFeB) magnets.,86629,86649
13,grain oriented electrical steel,COMPETING_MATERIAL,Method for manufacturing high magnetic ﬂux density grain oriented electrical steel sheet based on low temperature slab heating method.,142305,142336
13,grain-oriented silicon steel,COMPETING_MATERIAL,Solidiﬁcation structure and segregation of high magnetic induction grain-oriented silicon steel.,145539,145567
13,GOES,COMPETING_MATERIAL,Secondary recrystallisation The most critical processing step in GOES production is the high-temperature batch annealing (secondary recrystallisa- tion) which leads to the AGG of Goss and forming an extremely strong Goss texture.,50660,50664
31,grain-oriented electrical steel,COMPETING_MATERIAL,"Annealing separator and steel sheet coated with same US4204890 678 11 1978 19.6149 0.38501 0.59897 28 Method of producing non-oriented silicon steel sheets having an excellent electromagnetic property US4174235 697 11 1978 15.3057 0.30042 0.46738 4 Product and method of producing silicon-iron sheet material employing antimony US4242155 716 11 1979 32.7477 0.64278 1 4 Method of forming an insulating ﬁlm on a grain-oriented silicon steel sheet US4280856 752 12 1980 17.1455 0.33654 0.56741 6 Method for producing grain-oriented silicon steel sheets having a very high magnetic induction and a low iron loss US4363677 777 12 1981 30.217 0.59311 1 18 Method for treating an electromagnetic steel sheet and an electromagnetic steel sheet having marks of laser-beam irradiation on its surface US4421574 780 13 1981 10.2212 0.20062 0.89756 8 Method for suppressing internal oxidation in steel with antimony addition US4554029 808 13 1982 11.3878 0.22352 1 11 Local heat treatment of electrical steel US4773948 924 14 1987 13.1473 0.25806 1 7 Method of producing silicon iron sheet having excellent soft magnetic properties US4909864 926 15 1987 8.6317 0.16942 0.84359 3 Method of producing extra-low iron loss grain oriented silicon steel sheets US5082509 1033 15 1990 10.232 0.20084 1 8 Method of producing oriented electrical steel sheet having superior magnetic properties US5039359 1038 15 1990 9.7086 0.19056 0.94885 6 Process for producing grain-oriented electrical steel sheet having superior magnetic characteristic Sustainability 2018, 10, 2728 13 of 15 Patent Number Serial Number Layer Application Year Persistence GP LP Number of In-Domain Forward Citations Title US5223048 1077 16 1991 7.4268 0.14577 0.80023 6 Low iron loss grain oriented silicon steel sheets and method of producing the same US5261971 1114 16 1992 9.2808 0.18217 1 1 Process for preparation of grain-oriented electrical steel sheet having superior magnetic properties US5545263 1169 17 1994 11.0403 0.2167 1 4 Process for production of grain oriented electrical steel sheet having superior magnetic properties US5667598 1249 18 1996 9.7917 0.19219 1 3 Production method for grain oriented silicon steel sheet having excellent magnetic characteristics US5885371 1263 19 1997 14.5 0.28461 1 13 Method of producing grain-oriented magnetic steel sheet US6432222 1404 20 2001 3.5 0.068699 1 5 Method for producing a grain-oriented electrical steel sheet excellent in magnetic properties US6444051 1413 20 2001 3 0.058885 0.85714 3 Method of manufacturing a grain-oriented electromagnetic steel sheet US6811619 1447 21 2002 2 0.039256 1 2 Method of manufacturing grain-oriented electrical steel sheets US7377986 1562 21 2006 2 0.039256 1 2 Method for production of non-oriented electrical steel strip Sustainability 2018, 10, 2728 14 of 15 References 1.",32833,32864
2,NdFeB,COMPETING_MATERIAL,NdFeB magnets for EV motors and NdFeB magnets for wind turbine generators.,347034,347039
15,GOES,COMPETING_MATERIAL,"As a result, the hysteresis loops were found to be smaller for AS conditions than the AR for all the tests conducted for magnetic induction, which lowers the GOES material’s power loss.",51660,51664
9,JFE,PRODUCER,"Oda, Y.; Okubo, T.; Takata, M. Recent development of non-oriented electrical steel in JFE steel.",88176,88179
2,ArcelorMittal,PRODUCER,"U.S. Department of Energy, Critical Materials Assessment 2023 37 2.5.3.2 Generators and Transformers There are two major components in a wind turbine that contain electrical steel: the generator and the transformer (ArcelorMittal, n.d.-b).",189165,189178
9,JFE,PRODUCER,JFE Tech.,88187,88190
2,JFE,PRODUCER,"• Most investment announcements by major producers such as Posco, JFE, and ArcelorMittal (Magnetics Business & Technology, 2022) are to increase NOES production capacity over GOES capacity (Hosokawa, 2022; JFE Steel Corporation, 2023), causing a concern for the future supply of GOES.",530752,530755
2,Nippon Steel,PRODUCER,Nippon Steel Technical Report(103).,476010,476022
26,Nippon Steel and Sumitomo Metal,PRODUCER,"IEEE TRANSACTIONS ON MAGNETICS, VOL. 49, NO. 6, JUNE 2013 2997 Application of High-Strength Nonoriented Electrical Steel to Interior Permanent Magnet Synchronous Motor Ichiro Tanaka , Hirokatsu Nitomi , Kenji Imanishi , Kazuo Okamura , and Hiroyoshi Yashiki Steel Research Laboratories, Nippon Steel and Sumitomo Metal Corporation, Amagasaki 660-0891, Japan Wakayama Works, Nippon Steel and Sumitomo Metal Corporation, Wakayama 640-8555, Japan We investigated the torque characteristics and the motor efﬁciency of interior permanent magnet synchronous motors (IPMSM), in which a rotor core consists of high-strength nonoriented electrical steel, as-cold-rolled nonoriented electrical steel, and conventional nonoriented electrical steel with various bridge widths.",374,405
8,Acroni,PRODUCER,"Mater., 234 (2001), 55–61 60 M. Torkar, V. Ur{i~, F. Vode, M. Lamut, Metalurgija, 46 (2007), 161–164 61 A. Jakli~, J. @abkar, D. Steiner Petrovi~, Multivariate analysis of the production parameters for the fabrication of non-oriented electrical steel, Report, Steelwork S@ Acroni, Slovenia, 2006 62 D. Steiner Petrovi~, M. Godec, B. Markoli, M. ^eh, J. Magn.",42367,42373
2,ArcelorMittal,PRODUCER,https://tspace.library.utoronto.ca/handle/1807/70239 ArcelorMittal. (n.d.-a).,396994,397007
13,Nippon Steel,PRODUCER,"The rotation of Goss during cold rolling: (a) formation of the {111}<211> orientations by slip (35° rotation around the TD or <011>), (b) the rotation of Goss during cold rolling as shown on the φ2 = 45° section of the Euler space (Bunge notation), (c) deformation twinning during cold rolling of Goss oriented crystal.91 362 International Materials Reviews 70(5) and MnS as the inhibitors, i.e., the Nippon Steel method.84 Although in both methods, the Goss oriented grains selected for secondary recrystallisation are believed to ori- ginate from the hot rolling process, the two schemes of cold rolling do generate different textures.",45014,45026
21,Nippon Steel,PRODUCER,"However, the stress sensitivity of the laser scribed material was also lower than that of conventional steel and, by 1983, Nippon Steel was producing laser-scribed steels down to 0.23 mm thick, with losses as low as 0.85 W/kg at 1.7 T. The losses of laser-scribed steel are generally 5-8% lower than the untreated high-permeability steel, but care must be exer- cised in the selection of the starting material to obtain the best effect.",30456,30468
18,Nippon Steel,PRODUCER,"[8] Kubota, T; Fujikura, M.; Mizokami, M.; Vshigami, Y: Nippon Steel Technical Report, 81 (2000), 53.",22950,22962
6,AT&M,PRODUCER,A company based in China called Advanced Technology & Materials (AT&M) has production capacity of 40.000 t per year.,36805,36809
22,JFE Steel,PRODUCER,"To solve this problem, JFE Steel has successfully developed a chemical vapor deposition (CVD) process to manufacture thin sheets containing 6.5% Si",12054,12063
13,JFE,PRODUCER,JFE Tech Rep Mar. 2016; 21: 1–6.,157755,157758
2,ArcelorMittal,PRODUCER,ArcelorMittal to Expand Electrical Steel Production in France.,534831,534844
10,Nippon Steel,PRODUCER,"In addition to that, Nippon Steel has obtained a Japan Accred­ itation Board (JAB) certification for JIS standards specifying mag­ netometry, and it is certified that Nippon Steel’s equipment, calibra­ tion, and management are appropriate.",17621,17633
9,Nippon Steel,PRODUCER,"In 1994, Nippon Steel introduced a novel high-permeability steel called HiB [54].",66245,66257
18,Nippon Steel,PRODUCER,"From 1968, the en- ergy loss of transformers was dramatically reduced thanks to new high permeability grain-oriented silicon steel like HI-B grade developed by Nippon Steel",2468,2480
2,voestalpine,PRODUCER,voestalpine Corporate.,466414,466425
2,ArcelorMittal,PRODUCER,ArcelorMittal.,397073,397086
9,Nippon Steel,PRODUCER,Nippon Steel Tech.,93748,93760
10,Nippon Steel,PRODUCER,"Therefore, Nippon Steel has developed new environment-friendly insulating coating, G coating, that does not contain chromium compounds.",8706,8718
21,Kawasaki Steel,PRODUCER,"Kawasaki Steel Company researchers have applied similar surface strains by a plasma flame irradation technique, in which energy transferred from a high-temperature, high-energy gas directed towards the steel causes the required surface conditions [23].",31718,31732
13,JFE,PRODUCER,"Takamiya T, Hanazawa K and Suzuki T. Recent develop- ment of grain-oriented electrical steel in JFE steel.",157744,157747
10,Nippon Steel,PRODUCER,Table 2 compares the iron loss measurement result when a stator core that was made by punching a 50H270 material was tested with a rotating iron loss simulator 12) with the core iron loss value calcu­ lated by an electromagnetic field analysis technique of Nippon Steel.,12484,12496
21,stress relief annealing,PROCESSING,"In applications where the material is deliberately bent or cut to small shapes, stress relief annealing will be necessary.",32977,33000
8,recrystallization,PROCESSING,"The required texture of non-oriented electrical steel sheets can only be obtained by controlling the content of alloying and the trace elements40–44, and the dispersion of precipitates and inclusions45,46, which all influence the the recrystallization and grain growth processes.",28752,28769
13,hot band annealing,PROCESSING,Hou C. Effect of hot band annealing temperature on the mag- netic properties of low-carbon electrical steels.,170438,170456
13,Goss texture,PROCESSING,"Since it is difﬁcult to reduce the grain size while achieving the sharp Goss texture using metallurgical means, non- metallurgical techniques were developed, e.g., making Figure 8.",64451,64463
18,texture,PROCESSING,"Keywords: non-oriented silicon steel, energy conservation, crystalline texture control, high efficiency, non-oriented thin gauge silicon steel, core loss at high frequency, high strength non-oriented thin gauge silicon steel, yield strength, high-speed motor.",1349,1356
13,continuous casting,PROCESSING,Effect of electromagnetic stirring on the solidiﬁcation behavior of high-magnetic-induction grain-oriented silicon steel continuous casting slab.,145389,145407
13,Goss texture,PROCESSING,"However, these routes mostly require secondary recrystallisation to create the cube texture, which is similar to the formation of the Goss texture in GOES.",125512,125524
31,recrystallization,PROCESSING,"The sub-domain of texture control is likely to be effected by development of process shortening techniques because process shortening technique like thin strip casting omits hot rolling stage, and without hot rolling stage ﬁne precipitation of inhibitor materials and secondary recrystallization is deteriorated in conventional steel making process.",27423,27440
13,recrystallisation,PROCESSING,"The rotation of Goss during cold rolling: (a) formation of the {111}<211> orientations by slip (35° rotation around the TD or <011>), (b) the rotation of Goss during cold rolling as shown on the φ2 = 45° section of the Euler space (Bunge notation), (c) deformation twinning during cold rolling of Goss oriented crystal.91 362 International Materials Reviews 70(5) and MnS as the inhibitors, i.e., the Nippon Steel method.84 Although in both methods, the Goss oriented grains selected for secondary recrystallisation are believed to ori- ginate from the hot rolling process, the two schemes of cold rolling do generate different textures.",45111,45128
13,texture,PROCESSING,"It should be stressed that two microstructural character- istics of cold deformation are of paramount importance in determining the ﬁnal microstructure and texture during recrystallisation, i.e., grain fragmentation (subdivision)232 and shear banding.233 Fragmentation of grains into regions of different orientations may provide the initial Figure 20.",113634,113641
13,temper rolling,PROCESSING,"The temper rolling thickness reduction also affects the ﬁnal microstructure, texture, and magnetic prop- erties of semi-processed electrical steel, since the amount of strain induced in the temper rolling process is critical to determining if nucleation occurs (instead of only grain growth), which will dramatically change the ﬁnal texture.",112727,112741
8,texture,PROCESSING,The stability of precipitates in silicon steels depends on the temperature (Figure 10) and it is the greatest for AlN.57 The precipitation of AlN and MnS is used to control the texture development in electrical steel sheets.,30716,30723
13,cold rolling,PROCESSING,"372 International Materials Reviews 70(5) important metallurgical phenomena occur, e.g., work hard- ening, recovery, recrystallisation, precipitation, phase trans- formation, etc., which will affect the deformation behaviour, microstructure, and texture of the steel during the subsequent cold rolling, as well as the ﬁnal microstruc- ture and texture after annealing.",87698,87710
13,hot rolling,PROCESSING,"Goss is generated during hot rolling due to the friction between the steel and rolls, ii) cold rolling rotates Goss to {111}<112>, and iii) Goss reappears during primary recrystallisation.",47404,47415
13,texture,PROCESSING,"It was shown that this rolling scheme could produce signiﬁcantly different cold rolling textures from conven- tional rolling (Figure 21), i.e., drastically increasing the <001>//ND texture while signiﬁcantly reducing the <111>//ND texture at larger skew angles (30°−45°).",110783,110790
18,recrystallization,PROCESSING,The recrystallization texture formation with increasing cold rolling reduction is remarkably affected by the addition of Sn.,12098,12115
13,texture,PROCESSING,Tamimi et al.229 investigated a special processing technique called repetitive bending under tension (R-BUT) on the mechanical properties and texture of a 1.8% Si NOES.,111275,111282
8,recrystallization,PROCESSING,"Namely, during the decarburization annealing of cold-rolled sheets also the recrystallization processes take place that may lead to the generation of texture components unfavorable to the magnetization and thereby adversely affect the magnetic properties of the material.",19603,19620
8,recrystallization,PROCESSING,"The first one, oriented nucleation theory, assumes that nuclei of specific orientations are faster in forming than those of other orientations, and consequently determine the recrystallization texture.",23796,23813
13,texture,PROCESSING,"The smaller this parameter, the higher the magnetic quality of the texture.",12326,12333
13,texture,PROCESSING,Hayakawa Y and Kurosawa M. Orientation relationship between primary and secondary recrystallized texture in electrical steel.,176527,176534
15,texture,PROCESSING,"Meanwhile, the annealed sheet’s texture and 𝜆-fiber inheritance were encouraged by this combined process, raising the magnetic induction intensity B50 to 1.606 T(15).",29605,29612
8,texture evolution,PROCESSING,A combination of metallo- graphic and texture analyses with the measurement of magnetic properties on annealed specimens allows the most important microstructure and texture evolution stages to be distinguished.22,21077,21094
21,recrystallisation,PROCESSING,"pp. 23-29 21 MAY, I.E., and TURNBULL, D.: ’Secondary recrystallisation in silicon iron’, Trans. AIME, 1957,212, pp, 769-781 22 CARLBERG, P.M.: ‘Soft magnetic materials for the electrical industry.",68472,68489
13,hot rolling,PROCESSING,It was also shown that the variation of hot rolling temperature only resulted in a small variation in the hot rolling textures.,93549,93560
22,JNE-Core,GRADE_BRAND,Using JNE-Core as core material of HEV traction motors can reduce the motor size and improve the motor’s torque.,16634,16642
22,JNE-Core,GRADE_BRAND,"The main points of this paper have been able to summarized as follows: (1) Non-oriented steel sheet for energy efﬁcient motors, JNE-Core, has high magnetic ﬂux density, low iron loss, and excellent punchability.",16544,16552
8,DINAMO,GRADE_BRAND,"The main types of non-oriented electrical steels pro- duced in Slovenia, by Acroni d.o.o., Jesenice, are: – Cold-rolled, fully-processed electrical steels – DINAMO, – Cold-rolled, semi-processed electrical steels – ELMAG, – Cold-rolled, fully-processed, high-permeability elec- trical steels – PERMAG FP – Semi-processed, high-permeability, electrical steels – PERMAG SP. 5",6189,6195
22,JNE-Core,GRADE_BRAND,The JNE-Core exhibits a friction torque of about 60% that of the conventional material.,11057,11065
18,35H series,GRADE_BRAND,"35H series \ ,,~ , - : .",4311,4321
8,PERMAG FP,GRADE_BRAND,"The main types of non-oriented electrical steels pro- duced in Slovenia, by Acroni d.o.o., Jesenice, are: – Cold-rolled, fully-processed electrical steels – DINAMO, – Cold-rolled, semi-processed electrical steels – ELMAG, – Cold-rolled, fully-processed, high-permeability elec- trical steels – PERMAG FP – Semi-processed, high-permeability, electrical steels – PERMAG SP. 5",6326,6335
8,ELMAG,GRADE_BRAND,"The main types of non-oriented electrical steels pro- duced in Slovenia, by Acroni d.o.o., Jesenice, are: – Cold-rolled, fully-processed electrical steels – DINAMO, – Cold-rolled, semi-processed electrical steels – ELMAG, – Cold-rolled, fully-processed, high-permeability elec- trical steels – PERMAG FP – Semi-processed, high-permeability, electrical steels – PERMAG SP. 5",6247,6252
22,JNE-Core,GRADE_BRAND,"(2) JNE-Core shows low hysteresis loss, therefore it can reduce the friction torque of an EPS motor.",16745,16753
13,NKB-CORE,GRADE_BRAND,Ultra-low Sulfur non- oriented electrical steel sheets for highly efﬁcient motors: NKB-CORE.,166292,166300
22,JNE-Core,GRADE_BRAND,"8 shows the friction torque of brush DC motors, which were fabricated by using JNE-Core [4].",10923,10931
8,PERMAG SP,GRADE_BRAND,"The main types of non-oriented electrical steels pro- duced in Slovenia, by Acroni d.o.o., Jesenice, are: – Cold-rolled, fully-processed electrical steels – DINAMO, – Cold-rolled, semi-processed electrical steels – ELMAG, – Cold-rolled, fully-processed, high-permeability elec- trical steels – PERMAG FP – Semi-processed, high-permeability, electrical steels – PERMAG SP. 5",6393,6402
22,JNE-Core,GRADE_BRAND,"The hysteresis loss of the JNE-Core, shown in Fig. 7, has been decreased by optimizing ferrite grain size ARTICLE IN PRESS 40",9620,9628
26,EN 10106,STANDARD,The equivalent grade is M300-35A and M300- 35A5 in accordance with EN 10106 (2007) and IEC 60404-8-4 (1998).,5974,5982
6,EN 50464-1,STANDARD,"For distri- bution transformers used by industry (dry-type), as well as in distributed generation, the MEPS in 2015 are derived from the top values in EN 50464-1, and the proposed MEPS for 2021 are at A0-10 %Ak based on the LLCC values.",46901,46911
10,IEC 60404-2,STANDARD,Property values of non-oriented electrical steel sheets are evalu­ ated in accordance with IEC 60404-2 (“Methods of measurement of the magnetic properties of electrical steel strip and sheet by means of an Epstein frame”).,16824,16835
6,EN 50464-1,STANDARD,"The two main documents which describe losses in transformers are the European Standard EN 50464-1 (oil-immersed) and EN 50541-1 (dry-type), which soon both will be substituted with a new European standards EN 50588-1 (Colla 2014).",11829,11839
15,GB20052-2020,STANDARD,The Chinese Standardization Administration released the mandatory standard which states ”Minimum allowable value of energy efficiency and the energy efficiency grades for power transformers” (GB20052-2020) https://www.indjst.org/ 4272 Momin / Indian Journal of Science and Technology 2024;17(41):4270–4286 in an effort to lower transformer losses.(9).,14763,14775
9,IEC 60404-2,STANDARD,IEC 60404-2; Magnetic Materials—Part 2: Methods of Measurement of the Magnetic Properties of Electrical Steel Strip and Sheet by Means of an Epstein Frame.,82883,82894
26,IEC 60404-8-4,STANDARD,The equivalent grade is M300-35A and M300- 35A5 in accordance with EN 10106 (2007) and IEC 60404-8-4 (1998).,5994,6007
10,IEC 60404-2,STANDARD,"In accordance with international standard measurement method IEC 60404-2, the magnetic properties of an electrical steel sheet are measured under ideal conditions of a uniform alternating magnetic field in a prescribed one direction, no stress, and a sinusoidal mag­ netic flux density.",9341,9352
9,ASTM A976,STANDARD,"ASTM A976-18; Standard Classiﬁcation of Insulating Coatings for Electrical Steels by Composition, Relative Insulating Ability and Application.",89033,89042
13,ASTM A976,STANDARD,ASTM A976:,178050,178059
15,VSM,TEST_METHOD,Flowchart of Mn-Zn ferrites processing (17) 3 Overview Results and Findings 3.1 Inclusions and their impact on magnetic behavior Figure 3 displays the results from the vibrating samples magnetometer (VSM).,42599,42602
